tweet_id,tweet_time,user_id,tweet_text
1366127744145371137,2021-02-28 20:46:50,233247104,"WATCH BEGINNERS GUIDE HOW TO START INVESTING TRADING STOCKS STEP BY STEP. https://t.co/SMcHsz0TRi 

#FAANG
#Apple… https://t.co/zxUHEUMyZ0"
1366106840828887042,2021-02-28 19:23:46,893305069059403776,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/RQfTsIssuc
1366099292067364869,2021-02-28 18:53:46,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/2kHsF1rJGs
1366086908443463681,2021-02-28 18:04:34,1242526873189404672,"Hello 
How are you?
🥇BIG OFFER🥇

👉Today you can order any work for youtube or Facebook ads on Fiverr only $5

 🧰️Or… https://t.co/m7x5rIGXyp"
1366056748847558657,2021-02-28 16:04:43,14858262,"Lot of talk @karaswisher and @profgalloway “everyone” moving to TX and FLA. You forget WA? No income tax, Low cost… https://t.co/Per8OrJFl7"
1366046458361839616,2021-02-28 15:23:50,339876443,"RT @WebullGlobal: 🤩🤩FREE stocks are waiting for you! You may be able to claim a #GOOG, #FB or #SBUX stock!"
1366001144573607938,2021-02-28 12:23:46,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/yUs71oJuZg
1365970111757082625,2021-02-28 10:20:27,892375031375724544,"RT @TeamTata4: @RaoulGMI @BiddyCrypto @emurgo_io 
@IOHK_Charles
I love this term. This is how I see Cardano..as a fully digital ecosphere.…"
1365966358530326528,2021-02-28 10:05:32,1363507404915183623,"RT @TeamTata4: @RaoulGMI @BiddyCrypto @emurgo_io 
@IOHK_Charles
I love this term. This is how I see Cardano..as a fully digital ecosphere.…"
1365964007891369985,2021-02-28 09:56:12,895207065416638464,"RT @TeamTata4: @RaoulGMI @BiddyCrypto @emurgo_io 
@IOHK_Charles
I love this term. This is how I see Cardano..as a fully digital ecosphere.…"
1366515207418359816,2021-03-01 22:26:28,840029394567598081,$GOOGL #GOOGL $GOOG #GOOG see if can see 2088/2105 and then reassess long on the short term
1366513200741679104,2021-03-01 22:18:30,1344713990535049219,Signal on the 3-minute chart for $GOOG. Trading this is easy with the right algo to help. Get access to UltraAlgo f… https://t.co/6In71NQIc6
1366508460767129606,2021-03-01 21:59:40,233247104,"WATCH BEGINNERS GUIDE HOW TO START INVESTING TRADING STOCKS STEP BY STEP. https://t.co/MMq5cSirpf 

#Apple #AAPL… https://t.co/KYo54qEdYa"
1366499549016121344,2021-03-01 21:24:15,893305069059403776,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/m4YBhVv4mw
1366491878636609536,2021-03-01 20:53:46,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/U8YYhdNCsC
1366483732115431427,2021-03-01 20:21:24,1253820321284730886,"#GOOG 
✨ There’s a special referral event going on in the #Webull mobile app 😍 Participate to win awesome prizes! https://t.co/7yODAKHeFi"
1366419807021768706,2021-03-01 16:07:23,848174420359344128,"RT @TradingSurfers: Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you apprec…"
1366403614718238722,2021-03-01 15:03:02,1283519791,"S&amp;P 500 Index Update 📈

Will we ever correct in risk assets?

Charts are released earlier in our Discord group… https://t.co/ZQ6XJUFhgh"
1366401282945212416,2021-03-01 14:53:47,893305069059403776,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/CH2Wz041Uu
1366395429307482112,2021-03-01 14:30:31,1283519791,"Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you ap… https://t.co/kyV2u4xL2w"
1366393733344804868,2021-03-01 14:23:47,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/qkeYwVvd3X
1366295584009773058,2021-03-01 07:53:46,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/2iv0fN3fxS
1366280893220990979,2021-03-01 06:55:23,1336273071351664642,"great opportunity for everyone!
#FAANG #AAPL #MSFT #AMZN #FB #GOOG #TSLA #NVDA #NFLX #BABA #Apple #Microsoft… https://t.co/CpZpHUGEH5"
1366213854288609281,2021-03-01 02:29:00,2591443279,#GOOGLESCRIPT#HOWTO #EDUCATION #FREE Google Apps Script Guide to the New IDE 2021 Google Services Explore the new G… https://t.co/dulBQ4VbOY
1366197437862469637,2021-03-01 01:23:46,893305069059403776,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/6aodp5wf2H
1366892015938584579,2021-03-02 23:23:46,893305069059403776,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/JadscntSMc
