tweet_id,tweet_time,user_id,tweet_text
1366147202339532801,2021-02-28 22:04:09,1249377778086051843,"RT @CraftyCharge: #CCIV This engineer worked at #APPL on a distance sensor app, then at a sensor company #Ouster and now at @LucidMotors wh…"
1366123053235666944,2021-02-28 20:28:11,1356331623634112518,"#CCIV This engineer worked at #APPL on a distance sensor app, then at a sensor company #Ouster and now at… https://t.co/M4ZbGMovNe"
1366116674747785217,2021-02-28 20:02:51,2540436809,Lmao guess we making noise. #gme bout to get me my flying Tesla to Mars in no time. #stonks #gme #wallstreetbets… https://t.co/PNqkj98GlC
1366095870031261696,2021-02-28 18:40:10,1260804827707314176,"RT @DaMetalGod: RT GeneralBastard ""@SendTheLoot One for our friends who are Kids in the Hall fans. Having an Average Weekend.  Listen to it…"
1366064310649298944,2021-02-28 16:34:46,1325414028,"RT DomainFQ: .
Domain Listed For Sale

https://t.co/lqfl2QWE70

Buy Now 

#Faysal #FaysalQuraishi #100DaysOfCode… https://t.co/E8cB0j1tPk"
1366437262993485827,2021-03-01 17:16:45,2248819604,I can only imagine what the next generation #M1 #chip or #processor will be like. #Apple will blow us away probably… https://t.co/eYUecpPtwm
1366419807021768706,2021-03-01 16:07:23,848174420359344128,"RT @TradingSurfers: Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you apprec…"
1366403614718238722,2021-03-01 15:03:02,1283519791,"S&amp;P 500 Index Update 📈

Will we ever correct in risk assets?

Charts are released earlier in our Discord group… https://t.co/ZQ6XJUFhgh"
1366395429307482112,2021-03-01 14:30:31,1283519791,"Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you ap… https://t.co/kyV2u4xL2w"
1366248766420918275,2021-03-01 04:47:44,1246626242763173888,@alexcutler247 thoughts on #appl and #cciv video rumor
1366882436647297030,2021-03-02 22:45:43,2590887830,"RT @FinanceCompound: Growth + Dividends = #APPL 
Why wouldn’t you?"
1366859161141657604,2021-03-02 21:13:13,106363496,Our $AAPL buy is flat but will be in green soon after this piercing candle retest #appl  become Premium and get acc… https://t.co/CVfIRdZ0Nt
1366784110937726982,2021-03-02 16:15:00,1366428747503702019,"Growth + Dividends = #APPL 
Why wouldn’t you?"
1366767598977875969,2021-03-02 15:09:23,232447425,"RT @TradingSurfers: S&amp;P 500 Index Update 📈

We don't want to leave this channel yet. 
Hyper bullish count still possible (not shown here)…"
1366765751483445250,2021-03-02 15:02:03,1283519791,"S&amp;P 500 Index Update 📈

We don't want to leave this channel yet. 
Hyper bullish count still possible (not shown her… https://t.co/HqwuZOmHeV"
1366758306400919552,2021-03-02 14:32:28,232447425,"RT @TradingSurfers: Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you apprec…"
1366757814660702212,2021-03-02 14:30:30,1283519791,"Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you ap… https://t.co/efxYDy5MR3"
1366652491694227460,2021-03-02 07:31:59,4922731193,join me for free stocks on @WebullGlobal #webull #stonks #freestock #bitcoin #Ethereum #BitcoinCash #Litecoin… https://t.co/kwJoqwNhZv
1367247496590860289,2021-03-03 22:56:20,21613703,"It’s what? 4 weeks since Tech delivered blowout earnings? 
#APPL Q1 revenue of $111.4 bn up 21%, earnings up 35 per… https://t.co/OwZYrFwV33"
1367196927511519233,2021-03-03 19:35:23,818315530801070080,@CoxRakim @BusinessFamous Picked up some 🍎 apples today. #appl #stonks
1367137161577922563,2021-03-03 15:37:54,264899857,#stockmarket watch out for the #APPL turn around... 💎
1367133793769955328,2021-03-03 15:24:31,1350100422791462913,#APPL and #CCIV rumours aren’t moving the price much.
1367077804530159626,2021-03-03 11:42:02,848174420359344128,"RT @TradingSurfers: S&amp;P 500 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you appreciat…"
1367071412045836289,2021-03-03 11:16:38,1301407593328381953,"On the occasion of Jamsetji Tata's 182nd Birth Anniversary, Team APPL salutes the indomitable industrialist who gav… https://t.co/nDKEboMQvX"
1367063839288791046,2021-03-03 10:46:32,1283519791,"S&amp;P 500 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you appre… https://t.co/biQK3fujtH"
1367062949525925889,2021-03-03 10:43:00,1283519791,"Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you ap… https://t.co/IHhFGD1nBx"
1367030164278808578,2021-03-03 08:32:44,1301407593328381953,"The Hathikuli tea estate has, for decades, been a sanctuary for exotic Indian birds and animals and today, on… https://t.co/iqtNY2P8vz"
1367581315080589318,2021-03-04 21:02:48,1283519791,"RT @TradingSurfers: Nasdaq 100 Index Update 📈

Charts are released earlier in our Discord group #joinus
Please like and share if you apprec…"
1367578702561878020,2021-03-04 20:52:25,20280591,Aside: #APPL $120 looks great value compared to other tech stocks. https://t.co/fy7lNTgMSA
1367572255316848640,2021-03-04 20:26:48,358259625,"@UnsubedJ It's all coming from #appl #apple tanking over 2%
 While fake ass $30 #GME is +$130 in #fakestockmarket… https://t.co/xyfmYEVXX4"
1367552091846246406,2021-03-04 19:06:41,465155625,#AMC #APPL #TSLA Don’t be scared. https://t.co/W9m093WK42
1367546566416949250,2021-03-04 18:44:43,232447425,"RT @TradingSurfers: #DXY Update 📈

#Stocks dumping hard due to the #USD strengthening I have been warning you about for months.

Now comes…"
1367545472718667783,2021-03-04 18:40:23,2476762164,REMINDER that wallstreet controlled BOTS have also been attributed with getting #stockmarket hashtags like… https://t.co/6WW4U1D5oi
